年,2011,-1,-1,-1
 朝鲜第十二届最高人民会议第七次会议上,2013.4,朝鲜,-1,-1
 晋升为朝鲜人民军次帅称号,2016.4,-1,朝鲜人民军,-1
 4,2016.4,-1,-1,-1
东北师范大学教育系本科,1989.09-1996.07,-1,东北师范大学教育系本科,-1
—,2017.01,-1,-1,-1
 年更名为电子工程系,1989,-1,电子工程系,-1
考入清华大学无线电电子学系,1986.9,-1,清华大学无线电电子学系,-1
免试推荐直接攻读电子工程系博士学位,1991.7,-1,电子工程系,-1
 任校长助理。,2016.2,-1,-1,校长助理
 同济大学地下建筑与工程系本科毕业；,1985.09-1989.07,-1,同济大学,-1
——,2017.12,-1,-1,-1
出生于河北遵化,1966.12,河北省,-1,-1
年就读于河北省遵化一中,1982-1985,河北省,-1,-1
年就读于华东师范大学数学系,1985-1989,-1,华东师范大学数学系,-1
 从,1989.7-2004.8,上海市,-1,-1
 -10于意大利联合银行,2004.4,-1,意大利联合银行,-1
毕业于武汉测绘科技学院计算机应用专业,1983.7,武汉市,武汉测绘科技学院,-1
 并在校留任；,1983.7,武汉市,-1,-1
调入中国农业银行总行,2007.6,-1,中国农业银行总行,-1
 年浙江传媒学院影视制作系录音艺术专业,2002-2005,浙江省,-1,-1
 年浙江传媒学院电视艺术系广播电视编导专业,2005-2007,浙江省,浙江传媒学院电视艺术系,-1
参与编写《电视制作技术》和《非线性编辑》两本教材,2007.8,-1,-1,编辑
年毕业于南京邮电学院电信工程系获工学学士学位,1982,南京市,南京邮电学院电信工程系,-1
年毕业于北京邮电大学电信工程系,1996,北京市,北京邮电大学电信工程系,-1
 获工学博士学位；,1996,北京市,-1,-1
首席科学家,2010,南京市,-1,-1
 1974.07,2013.4,-1,-1,-1
博士生导师。,1992.05,-1,-1,-1
。,,-1,-1,-1
 部队服役,1978.03-1982.12,-1,-1,-1
历任战士,1978.03-1982.12,-1,-1,战士
班长,1978.03-1982.12,-1,-1,班长
技术员,1978.03-1982.12,-1,-1,技术员
——至今,2015.09,-1,-1,-1
 提为副处级；,1992.04,-1,-1,-1
获法学学士学位,1988.09-1990.07,大连市中山区,-1,-1
获管理学硕士学位,2005.09-2008.12,大连市中山区,-1,-1
 第十一届,2017.09,安徽省,-1,-1
第十九届中央候补委员。。,,-1,-1,委员
因涉嫌严重违纪违法,2014.09,-1,-1,-1
 接受组织调查,2014.09,-1,-1,-1
 华中师范大学处干班培训,2000.04-2000.07,-1,华中师范大学处,-1
——至今,2016.01,-1,-1,-1
 4,2016.01,湖北省,-1,-1
 挂职任广西地方铁路有限责任公司防城港运输段副段长,2001.08-2001.12,防城港市,广西地方铁路有限责任公司防城港运输段,-1
获哲学硕士学位；,2003.09-2005.07,-1,-1,-1
获法学博士学位；,2009.09-2012.06,-1,-1,-1
 柳州铁路局南宁铁路分局办公室助勤,1993.09,南宁市,柳州铁路局南宁铁路分局办公室助勤,-1
。,,-1,-1,-1
 黄梅县五祖区卢府乡工作,1984.01-1984.12,黄梅县,-1,工作
 黄梅县五祖区土桥乡工作,1984.12-1987.10,黄梅县,-1,工作
——,2017.01,-1,-1,-1
参加工作,1963.2,-1,-1,工作
 三级高级法官。,2009.6,盘锦市,-1,-1
——至今,2017.03,-1,-1,-1
 在无为师范学校学习,1979.08,芜湖市无为县,-1,学习
 下派任富顺县互助乡乡长助理,1991.03-1992.02,富顺县,-1,乡长助理
——,2017.01,-1,-1,-1
 第十七届,2017.05,广东省,-1,-1
。,,-1,-1,-1
 乐山市建丰乡知青,1977.08-1978.10,乐山市,-1,知青
——,2016.11,-1,-1,-1
 河南省第五期选调生班学习,2008.09-2008.11,河南省,-1,学习
 四川省优秀干部人才递进培养计划第五期培训班学习,2015.09-2015.12,四川省,-1,干部
 河南省淮滨县固城乡政府文书,1999.07-2000.03,河南省,-1,文书
 四川省十届,2012.10,四川省,-1,-1
 进驻中国第一重型机械集团公司,2015.07,中国,机械集团公司,-1
哈尔滨电气集团公司进行专项巡视,2015.07,哈尔滨市,哈尔滨电气集团公司,-1
 4-5,2015.07,哈尔滨市,-1,-1
 四川省水电设计院水工二室,1988.07-1994.09,四川省,四川省水电设计院水工二室,-1
三室助工,1988.07-1994.09,四川省,-1,-1
—,2016.03,-1,-1,-1
年在华东政法大学攻读法律硕士学位,2005.-2008,-1,华东政法大学,-1
 瑞安市人民法院民庭,1999.07-2003.01,瑞安市,瑞安市人民法院民庭,-1
立案庭,1999.07-2003.01,瑞安市,-1,-1
 温州市鹿城区委办；,1991.10,温州市,-1,-1
 晋升为二级警监,2011.09,-1,-1,-1
 泸州市公安局研究室,1985.08-1988.12,泸州市,泸州市公安局研究室,-1
参加工作,1972.11,-1,-1,工作
 任云南省军区副司令员；,2008.2,云南省军区,-1,副司令员
 年任四川省军区副司令员。,2009,四川省军区,-1,副司令员
 晋升少将军衔。,2009.7,-1,-1,-1
 任四川省军区副司令员,2011.6,四川省军区,-1,副司令员
 阿坝师范高等专科学校中文系,1991.09-1994.07,-1,阿坝师范高等专科学校中文系,-1
 金川县庆宁乡国土员,1994.07-1995.09,金川县,-1,-1
乡长助理,1994.07-1995.09,金川县,-1,乡长助理
 金川县政府县长助理,2001.04-2002.11,金川县,-1,县长助理
 林芝地区副专员,2013.07-2015.06,日喀则市林芝县,-1,副专员
 西昌师专预科部读书,1988.09-1989.09,西昌市,西昌师专预科部,-1
 四川工业学院汽车工程系汽运专业读书,1989.09-1993.07,四川省,四川工业学院汽车工程系,-1
 阿坝州九,2016.12,阿坝州,-1,-1
由省委组织部上派至中国科学院办公厅挂职锻炼,2000.5,-1,省委组织部,-1
 南充地区驻广元木材站任会计；,1983.7-1984.4,南充市,-1,会计
期县委书记班学习；,2004.11-2005.01,-1,-1,书记
期中青班学习,2005.09-2005.11,-1,-1,学习
 四川大学财务管理专科毕业,1989.9-1992.6,四川省,四川大学,-1
 年四川大学工商管理本科毕业,2002-2004,四川省,四川大学,-1
 参加全国高级会计师考试成绩合格,2004.10,-1,-1,高级会计师
 自贡财经学校工业会计专业学习；,1986.09-1988.07,自贡市,-1,会计
 期>学习,2015.09-2016.01,-1,-1,学习
 贵州省桐梓县委书记。,1995.10,贵州省,-1,书记
十一届,2017.08,贵阳市,-1,-1
。,,-1,-1,-1
 被授予武警少将警衔,2007.11,-1,武警,-1
 晋升为武警少将警衔。担任,2010.7,-1,武警,-1
万源县蜂桶乡政府工作,1989.12-1992.09,万源县,-1,工作
 任团委书记,1989.12-1992.09,万源县,-1,书记
 万源县堰塘乡政府工作,1992.09-1992.12,万源县,-1,工作
 万源市第四届,2006.11,万源市,-1,-1
 自考西南政法大学法律专业自考大专毕业；,1999.12,-1,西南政法大学,-1
 四川省重庆市万盛区南桐镇中心校教师,1994.07-1997.06,四川省,-1,教师
德育主任,1994.07-1997.06,四川省,-1,主任
 重庆市万盛区南桐镇中心校德育主任,1997.06-1998.06,重庆市,-1,主任
 重庆市万盛区南桐镇中心校副校长,1998.06-1999.05,重庆市,-1,副校长
 6,2016.12,富阳市,-1,-1
 中共建德市第十二届,2014.11,建德市,中共建德市第十二届,-1
起,1997.1,-1,-1,-1
起,2013.6,-1,-1,-1
2,2014.1,-1,-1,-1
——至今,2016.12,-1,-1,-1
报社工交部,1994.07-1997.10,-1,社工交部,-1
 上海市徐汇区向阳饮食店职工。,1977.09,上海市,-1,职工
 上海市财政局,1993.07,上海市,上海市财政局,-1
 天津大学水利水电工程专业攻读学士学位；,1988.02,天津市,天津大学,-1
 天津大学水力学及河流动力学专业攻读硕士学位；,1985,天津市,天津大学水力学及河流动力学,-1
 天津大学港口海岸及近海工程专业攻读博士学位。,1990,近海,天津大学,-1
-至今,1988.02,-1,-1,-1
天津大学,1988.02,天津市,天津大学,-1
博士生导师；,1988.02,天津市,-1,-1
 全省政法系统“年轻干部成长工程”培训班学习,2011.11-2011.12,-1,-1,干部
 襄樊市公安局刑警支队,1993.08-2000.01,荆州市公安县,襄樊市公安局刑警支队,-1
法制科,1993.08-2000.01,荆州市公安县,法制科,-1
 鄂州市政府党组成员,2012.03-2013.12,鄂州市,-1,成员
——,2016.07,-1,-1,-1
年考入中山大学中文系,1979,大连市中山区,中山大学中文系,-1
如饶宗颐,2014.5,-1,-1,-1
陈振濂,2014.5,-1,-1,-1
李岚清,2014.5,-1,-1,-1
权昌伦等人的电视专辑,2014.5,-1,-1,-1
 双城市政府办常务秘书,1992.07-1994.05,双城市,-1,常务秘书
 退休,2015.3,-1,-1,-1
 在武威市凉州区乡镇从事教师,1978.06-1982.11,武威市,-1,教师
文书工作,1978.06-1982.11,武威市,-1,工作
—,2015.02,-1,-1,-1
年先后毕业于北京大学中文系文学专业和哲学系哲学专业,1987.,北京市,北京大学中文系,-1
哲学系美学专业,1987.,北京市,-1,-1
外国哲学研究所西方哲学专业,1987.,北京市,外国哲学研究所,-1
 分获文学学士和哲学学士,1987.,北京市,-1,-1
哲学硕士,1987.,北京市,-1,-1
哲学博士；,1987.,北京市,-1,-1
 年迄今执教于湖南师范大学。,1993,湖南省,湖南师范大学,-1
 年被评为湖南省青年骨干教师；,1995.,湖南省,-1,教师
 年入选湖南省百名优秀青年社会科学专家人才库；代表性专著有《主体性原则与西方古典美学》,2002,湖南省,-1,代表
《启蒙美学》,2002,湖南省,启蒙美学,-1
《西方伦理学若干问题宏观综合研究》,2002,湖南省,-1,-1
《希腊罗马人生哲学研究》,2002,湖南省,希腊罗马人生哲学研究》,-1
《元哲学初论》等；,2002,湖南省,-1,-1
5,,-1,-1,-1
 晋升为武警少将警衔,2011.2,-1,武警,-1
年转业进浙江省广播电视厅,1987,浙江省,浙江省广播电视厅,-1
浙江省委教育工委,1997.2-1999.8,浙江省,浙江省委教育工委,-1
浙江省委教育工委,1998.8,浙江省,浙江省委教育工委,-1
年,1976,-1,-1,-1
 因声音的天赋,1976,-1,-1,-1
年,1988.,-1,-1,-1
 一生喜欢挑战的董传亮再入广播,1988.,-1,-1,-1
年负责筹建成立浙江交通之声广播,1997,浙江省,浙江交通,-1
 4,2016.12,浙江省,-1,-1
 在萧山经济技术开发区管委会实习；,1996.9,杭州市萧山区,萧山经济技术开发区管委会,-1
 浙江省对外贸易经济合作厅外资审批处,1996.8-2007.7,浙江省,浙江省对外贸易经济合作厅,-1
招商引资处,1996.8-2007.7,浙江省,招商引资处,-1
起,2013.6,-1,-1,-1
至今,2015.8,-1,-1,-1
年,2007,-1,-1,-1
 樊治铭加入支付宝,2007,-1,宝,-1
农艺师；,1986.01-1988.12,诸暨市,-1,-1
 山东省泗水县高峪粮所营业员；谭成义,1970.10-1972.11,山东省,-1,营业员
5-6,,-1,-1,-1
年,2002.-2006,-1,-1,-1
年夏天,2006,-1,-1,-1
-至今,1989,-1,-1,-1
毕业于曲阜师范学院,1982.7,曲阜市,曲阜师范学院,-1
本学习工程技术与企业管理,1986.12-1987.4,-1,-1,学习
 清华大学经济管理学院攻读MBA,1994.3-1996.6,-1,清华大学经济管理学院,-1
 赴澳大利亚参加河南省领导干部中长期出国培训,2003.9-2003.12,澳大利亚,-1,干部
 就读于河南郑州大学化学系高分子化学专业；,1978.09-1982.06,汉中市南郑县,河南郑州大学化学系,-1
工段长,1982.07-1990.05,平顶山市,-1,-1
 部队战士,1972.12,-1,-1,战士
文书。,1972.12,-1,-1,文书
 河南省许昌地区教育局,1980.04,河南省,河南省许昌地区教育局,-1
 年中国抽纱进出口河南公司副总经理,1996.-1998,中国,-1,副总经理
因涉嫌严重违纪违法,2014.9,-1,-1,-1
 接受组织调查,2014.9,-1,-1,-1
至2004年6月在陕西师范大学参加在职教育,2002.,陕西省,陕西师范大学,-1
 获教育学硕士学位。,2002.,陕西省,-1,-1
民盟青海省委,2012.3-2017.6,青海省,民盟青海省委,-1
——至今,2012.04,-1,-1,-1
 玉溪地委党校读书,1987.09-1989.07,玉溪市,玉溪地委党校,-1
 部队服役；,1980.10-1984.01,-1,-1,-1
 原玉溪市大营街镇工作；,1984.10-1989.11,玉溪市大营街镇,-1,工作
-,2016.02,-1,-1,-1
 在玉溪师范学校江川师范班读书。,1981.9-1983.7,玉溪市,玉溪师范学校江川师范班,-1
 在江川县大街镇中学任教,1983.8-1990.3,江川县,-1,任教
年经研究,2012,-1,-1,-1
 荥阳县贾峪乡工作；,1988.06-1999.09,荥阳县,-1,工作
 登封市人民政府工作；,2002.01-2002.08,登封市,-1,工作
 晋升为武警少将警衔,2010.7,-1,武警,-1
 毕业待分配,1990.07-1990.10,-1,-1,-1
 河南省郑州第一钢厂党办,1990.10-1993.02,河南省,河南省郑州第一钢厂党办,-1
——,2017.12,-1,-1,-1
 晋升为副军职。,2005.6,-1,-1,-1
 晋升为武警少将警衔,2006.8,-1,武警,-1
《山西监察》主编；,1993,山西省,-1,-1
 不再,2009.11,-1,-1,-1
 任中央档案馆副馆长。,2000.05,中央档案馆,-1,副馆长
 任中央档案馆馆长,2006.07,任中央档案馆,-1,馆长
年毕业于天津大学,1988,天津市,天津大学,-1
 工科硕士学位。,1988,天津市,-1,-1
加入蒙牛集团,2001.10,-1,蒙牛集团,-1
年起,2004,-1,-1,-1
 任中国蒙牛香港上市公司CFO。,2004,-1,中国蒙牛香港上市公司CFO,-1
 蒙牛乳业发布公告称,2010.3,-1,蒙牛,-1
年毕业于安徽师范大学,1982,安徽省,安徽师范大学,-1
 获学士学位。,1982,安徽省,-1,-1
年毕业于华东师范大学,1989,-1,华东师范大学,-1
 获硕士学位。,1989,-1,-1,-1
 年享受国务院特殊津贴,2007,-1,国务院,-1
 被评为高级工程师,1995.12,-1,-1,高级工程师
至今,2017.03,-1,-1,-1
获工学学士学位。,1980.09,湖南省,-1,-1
获工学硕士学位。,1987.07,重庆市,-1,-1
获工学博士学位。,1991.09,重庆市,-1,-1
。,,-1,-1,-1
 1-2,2015.1,-1,-1,-1
 本三菱油化公司受训,1991.,-1,三菱油化公司,-1
年加入上海石化总厂,1973,上海市,上海石化总厂,-1
年毕业于上海电视大学管理专业,1987,上海市,上海电视大学,-1
年取得中欧国际工商学院工商管理硕士学位,1997,-1,中欧国际工商学院,-1
 起任中国石化财务副总监；,2006.6,中国,-1,副总监
－至今,2015.8,-1,-1,-1
——至今,2015.09,-1,-1,-1
 经中国保监会资格核准,2010.08,-1,中国保监会,-1
2-3,,-1,-1,-1
出生,1947.7,-1,-1,-1
 辽宁省海城市人。,1947.7,辽宁省,-1,-1
年毕业于山东大学中文系,1983,山东省,山东大学中文系,-1
 获学士学位。,1983,山东省,-1,-1
参加工作,1954.12,-1,-1,工作
所任技术员,1986.,-1,-1,技术员
助理工程师,1986.,-1,-1,助理工程师
年调入国防科工委,1998,-1,国防科工委,-1
年调入珠海振戎公司,2005,珠海市,珠海振戎公司,-1
 通过公开招聘,2010.10,-1,-1,-1
 光明集团与上海良友联合重组,2015.5,上海市,光明集团,-1
 连文教,1974.08,-1,-1,-1
 石河子军分区服役,1976.12,石河子军分区,-1,-1
 毕业于安徽农学院农学专业；,1983.08,安徽省,安徽农学院,-1
 任淮委东调南下直属工程建设指挥部副指挥；,1991.12,-1,淮委东调南下直属工程建设指挥部,-1
 取得安徽农业大学农业推广硕士学位；,2004.10,安徽省,安徽农业大学,-1
起,1987.07,-1,-1,-1
 先后在水利部水管司,1987.07,-1,水利部水管司,-1
办公厅,1987.07,-1,办公厅,-1
起,1996.10,-1,-1,-1
起,2003.04,-1,-1,-1
 吉林省梨树县知青；,1974.06-1975.06,吉林省,-1,知青
队工人；,1975.06-1978.10,-1,-1,工人
 在能源部,1982.08-1990.10,-1,能源部,-1
 在能源部,1990.10-1991.09,-1,能源部,-1
 能源部,1991.09-1995.01,-1,能源部,-1
 高中毕业下乡插队；,1975.10,-1,-1,插队
起,1982.2,-1,-1,-1
。,,-1,-1,-1
至今,2008.6,-1,-1,-1
 进驻水利部巡视。在,2013.6,-1,水利部,-1
年首轮,2014,-1,-1,-1
 分别巡视中科院,2014,-1,中科院,-1
科技部。,2014,-1,科技部,-1
 巡视中国科协。,2014,-1,中国科协,-1
 白山市林业局三道沟林场团支书,1988.8-1991.3,白山市,白山市林业局三道沟林场团,-1
 白山市板石林场副场长。,1994.7-1996.11,白山市,-1,副场长
至2001年,1996.11,-1,-1,-1
 白山市五间房林场场长,1996.11,白山市,-1,场长
 在甘肃省财贸学校上学；,1981.09,甘肃省,甘肃省财贸学校,-1
 获华中科技大学文学硕士,2009.12,-1,华中科技大学,-1
 湖南省汉寿县岩嘴乡政府干部；,1992.07-1994.10,湖南省,-1,干部
 上海市浦东新区团委挂职锻炼,2002.05-2002.11,上海市,上海市浦东新区团委,-1
--至今,2016.08,-1,-1,-1
 任长白朝鲜族自治县书记,2005.09-2007.12,长白朝鲜族自治县,-1,书记
被逮捕前,2013.8,-1,-1,-1
 年晋升为少将军衔。,1998,-1,-1,-1
 起出任南京军区副司令员。,2005.12,南京军区,-1,副司令员
 晋升为中将军衔。,2007.7,-1,-1,-1
 到龄退役,2012.12,-1,-1,-1
 年变更为重庆市公安局刑事侦查总队,2014,重庆市,重庆市公安局刑事侦查总队,-1
 1972.09——1979.10,2016.12,-1,-1,-1
 湖北黄冈县团风镇街道秘书,2016.12,湖北省,-1,秘书
村长；,1993.09-1997.04,麻城市,-1,-1
——,2010.12,-1,-1,-1
 新沟乡杨林管理区副主任；,1991.01-1993.11,新沟乡,-1,副主任
获经济学硕士学位；,1985.09-1988.07,陕西省,-1,-1
获经济学博士学位,1997.09-2000.07,厦门市,-1,-1
 清华大学,2003.07-2003.09,-1,清华大学,-1
。,,-1,-1,-1
——至今,2016.12,-1,-1,-1
年,1986.,-1,-1,-1
年,1987.-1992,-1,-1,-1
年,1992.-2002,-1,-1,-1
年由于工作需要,1976.,-1,-1,工作
 进入了葫芦岛市龙港区教育局班子,2000.4,葫芦岛市,葫芦岛市龙港区教育局班子,-1
 她又接受组织的安排,2003.4,-1,安排,-1
 湖北省行政学院,2002.03-2002.06,湖北省,湖北省行政学院,-1
 年春季县市区长任职培训班学习,2002,-1,-1,区长
 明确正县级,2005.07,-1,-1,-1
 潜江县熊口公社莲市管理区副主任,1983.07-1984.02,潜江县,-1,副主任
——,2016.12,-1,-1,-1
 新疆维吾尔自治区乌恰县羊场接受再教育；,1970.07-1971.10,新疆,-1,-1
 新疆维吾尔自治区克孜勒苏柯尔克孜自治州报社工作；,1973.10-1974.05,新疆,-1,工作
 新疆维吾尔自治区克孜勒苏柯尔克孜自治州广播局出纳；,1974.05-1975.03,新疆,苏柯尔克孜自治州广播局,-1
 新疆维吾尔自治区克孜勒苏柯尔克孜自治州党委办公室翻译；,1975.03-1977.04,新疆,苏柯尔克孜自治州党委办公室,-1
至今,2015.02,-1,-1,-1
至现在,2012.12,-1,-1,-1
 1-2,2012.12,白山市,-1,-1
 1-2,2016.7,福建省,-1,-1
 起先后在辽宁省,1974.8,辽宁省,-1,-1
福州郊区上山下乡；,1974.8,福州市,-1,-1
福建省建工总公司业务主办,1980.7,福建省,福建省建工总公司,-1
起,2009.9,-1,-1,-1
 起,2009.11,-1,-1,-1
 4,2011.7,厦门市海沧区,-1,-1
副科级组员；,1992.10-1994.02,福建省,-1,-1
 期间,1989.01,福建省,-1,-1
取得农学博士学位,2006.08,-1,-1,-1
 中纪委,1999.12-2004.04,-1,中纪委,-1
赴省水利厅挂职,1996.07-1997.07,-1,省水利厅,-1
 龙岩地委党校大专培训班学员,1983.08-1985.09,龙岩市,龙岩地委党校大专培训班,-1
 ”办主任,2002.01-2006.05,-1,-1,主任
 福州市政府党组成员,2015.06-2016.10,福州市,-1,成员
 年驻菲律宾共和国特命全权大使。,2009,菲律宾共和国,-1,大使
 年驻印度尼西亚共和国特命全权大使。,2011,印度尼西亚共和国,-1,大使
。,,-1,-1,-1
 山西省政府办公厅正科级秘书,1990.9-1994.11,山西省,-1,秘书
副处级秘书；,1990.9-1994.11,山西省,-1,秘书
1-2,,-1,-1,-1
 山西翼城县北扦乡燕家庄村任教；,1974.2-1976.8,山西省,-1,任教
 莱芜市政府党组成员；,2007.11-2007.12,莱芜市,-1,成员
 莱芜县城关镇技术员,1980.07-1984.04,莱芜县,-1,技术员
统计员,1980.07-1984.04,莱芜县,-1,统计员
——,2011.12,-1,-1,-1
 十,2013.06,莱芜市,-1,-1
十一,2013.06,莱芜市,-1,-1
十二,2013.06,莱芜市,-1,-1
上午,2012.2,-1,-1,-1
 年北京大学光华管理学院毕业经济学士学位夏治冰,1998,北京市,北京大学光华管理学院,-1
 年清华大学汽车营销EMBA毕业,2004,-1,清华大学,-1
 从众泰集团辞职,2012.8,-1,众泰集团,-1
至今,2016.6,-1,-1,-1
年,1997.-1999,-1,-1,-1
 通过自考取得法律专业大专文凭；,1997.-1999,-1,-1,-1
 在山西大学攻读法律硕士学位,2008.3-2010.12,山西省,山西大学,-1
 在陵川县附城镇政府工作；；,1996.10-2002.7,陵川县,-1,工作
至今,2016.4,-1,-1,-1
 在文山州农校农作专业读书；,1978.03-1980.08,文山市,文山州农校,-1
 其间：,1982.01-1987.09,文山市西畴县,-1,-1
 在西畴县莲花塘区工作；,1987.09-1987.10,西畴县,-1,工作
 任西畴县莲花塘乡代理乡长；,1989.04-1989.09,西畴县,-1,代理乡长
 其间：,1993.03-1997.11,文山市西畴县,-1,-1
 丰台区东高地一小任教,1971.01,北京市丰台区,-1,任教
 任北京世界公园副董事长,1993.10,北京世界公园,-1,副董事长
总经理,1993.10,北京世界公园,-1,总经理
留学,1979.,-1,-1,-1
本创价大学研究生毕业。,1984.,-1,-1,研究生
 本大使馆经济参赞。,1999.-2002.,-1,-1,大使
任北京市平谷区副区级,2013.11-2014.12,北京市,-1,-1
 参加湖北省高等教育自学考试法律专业大学专科学习,1987.05-1990.06,湖北省,-1,学习
 明确为副县级,1995.04,-1,-1,-1
获法学硕士学位,1995.09-1998.12,-1,-1,-1
 参加北京市第27期中青年干部培训班,2005.9-2006.1,北京市,-1,干部
 任北京市平谷县城关一小教师；,1981.07-1985.08,北京市,-1,教师
 德国留学进修,1991.04-1993.03,德国,-1,-1
助工；,1984.7,忻州市,-1,-1
 年获东北财经大学经济学学士学位；,1986,-1,东北财经大学,-1
 年获东北财经大学经济学硕士学位；,1989,-1,东北财经大学,-1
 年攻读东北财经大学财政学方向博士学位。,1999,-1,东北财经大学,-1
 年在北京参加了由世界银行资助的国债,1999,北京市,世界银行,-1
金融,1999,北京市,-1,-1
 年被评为辽宁省优秀青年骨干教师；,2001,辽宁省,-1,教师
年年入选辽宁省“百千万人才工程”千人层,2004,辽宁省,-1,-1
 同年被评为“辽宁省三八红旗手”,2004,辽宁省,-1,-1
 在襄樊市委党校县处班培训,1995.03-1995.05,-1,襄樊市委党校县处班培训,-1
 武汉大学法学专业本科学员,1996.04-1999.06,武汉市,武汉大学法学,-1
 北京卫戍区四师服役；,1979.11-1984.11,北京市,-1,-1
 湖北省襄樊市建行党办工作；,1984.11-1986.10,湖北省,-1,工作
报编辑,1986.10-1988.09,-1,-1,编辑
记者；,1986.10-1988.09,-1,-1,记者
 湖北省襄阳市第十,2016.01,湖北省,-1,-1
 3-4,2017.05,山西省,-1,-1
 先后,1992.04-1996.11,-1,-1,-1
——至今,2014.07,-1,-1,-1
至今,2016.9,-1,-1,-1
 在甘肃农业大学生态学专业学习,2007.03-2010.12,甘肃省,-1,学生
获得博士学位,2007.03-2010.12,甘肃省,-1,-1
 甘肃省农委合作经济处,1987.03,甘肃省,甘肃省农委合作经济处,-1
 1-2,2016.2,辽宁省,-1,-1
 主任科员,1992.09,-1,-1,主任
 副厅级,2009.03,-1,-1,-1
 山西省纺织科学研究所财务科,1984.08-1988.08,山西省,山西省纺织科学研究所财务科,-1
 山西省监察厅办公室,1988.08-1993.03,山西省,山西省监察厅办公室,-1
 山西省纪委,1993.03-1996.01,山西省,山西省纪委,-1
 山西省纪委,1996.01-2005.03,山西省,山西省纪委,-1
监委监督时报社副主编,1996.01-2005.03,山西省,监委监督时报社,-1
 山西省纪委,2005.03-2007.11,山西省,山西省纪委,-1
——,2017.01,-1,-1,-1
4-5,,-1,-1,-1
 获硕士学位,1990.7,浙江省,-1,-1
任校秘书长。,2010.1,-1,-1,秘书长
 在陕西宝鸡市渭滨区政府工作。,1972.12-1975.12,陕西省,-1,工作
西安市十一届,2017.07,西安市,-1,-1
二秘,1990.8,-1,-1,-1
一秘,1990.8,-1,-1,-1
 任中国驻博茨瓦纳共和国特命全权大使。,2006.12-2008.12,中国,-1,大使
调到中共中央办公厅,2010.8,-1,中共中央办公厅,-1
 1-2,2015.1-2016.2,-1,-1,-1
 明确为正部长级,2010.09,-1,-1,部长
。,,-1,-1,-1
 至今县政府副县长,2013.12,-1,-1,副县长
 明确为正科级,1994.08,-1,-1,-1
 明确为正处级,2003.06,-1,-1,-1
获工商管理硕士学位,2006.08-2008.06,-1,-1,-1
 辽宁省北镇县建设局房管所房管员。,1980.12,辽宁省,辽宁省北镇县建设局房管所,-1
 辽宁省北镇县自来水公司政工员。,1981.07,辽宁省,辽宁省北镇县自来水公司,-1
 江苏省政府党组成员,2013.12,江苏省,-1,成员
 党的十六大,2017.09,江苏省,十六大,-1
十七大,2017.09,江苏省,十七大,-1
。,,-1,-1,-1
 朱大可从华东师大毕业,2007,-1,华东师大,-1
年,1985,-1,-1,-1
 朱大可受邀参加在厦门大学举办的全国文艺批评新方法研讨会,1985,厦门市,厦门大学,-1
年发表在著名的前卫杂志《当代文艺思潮》上。“这篇文章完全背离了批评的一般准则,1986,-1,前卫杂志,-1
 很幼稚,1986,-1,-1,-1
除了作为理论的概括和勇气,1986.,-1,-1,-1
”之后,,-1,-1,-1
凭借一系列文学研究和批评文章,,-1,-1,-1
朱大可在中国文坛声名鹊起,,中国,-1,-1
并且奠定了自己的先锋批评家地位。“那时候我年轻气盛啊,,中国,-1,-1
狂得要死。”他说,,中国,-1,-1
在很高规格的学术会上,,中国,-1,-1
也可以藐视与会者,,中国,-1,-1
自己随性说一通,,中国,-1,-1
然后当场退会,,中国,-1,-1
“得罪了很多人,,中国,-1,-1
因为根本不顾别人的感受。”“这和我的成长环境有关。我是独生子,,中国,-1,-1
精神上极度渴望自由和独立,,中国,-1,-1
打小就自己朱大可跟自己玩,,中国,-1,-1
孤独惯了。”从小学到中学,,中国,-1,-1
他的成绩单上,,中国,-1,-1
评语里总有“骄傲自满”这几个字,,中国,-1,-1
“老师总希望我‘戒骄戒躁’。”如今,,中国,-1,-1
朱大可很少与人争论,,中国,-1,-1
他觉得“那个没意义,,中国,-1,-1
浪费时间而已。”他说这个的时候,,中国,-1,-1
还是露出了被小心藏起来的傲气。朱大可今年50岁。“其实我40岁就知天命了。”他端起茶,,中国,-1,-1
嘬一口。“我是很有争议的人,,中国,-1,-1
有人喜欢,,中国,-1,-1
有人讨厌”。他低头又抬头,,中国,-1,-1
“其实,,中国,-1,-1
争议是最好的状态。没有争议才是不正常的。我为下个世纪写作,,中国,-1,-1
因为历史是最好的评判者。”,,中国,-1,-1
 因渤海新区管理体制调整,2008.10,渤海,-1,-1
免职待安排。,2008.10,渤海,-1,-1
。,,-1,-1,-1
 任海南省第三届人民代表；,2002.12,海南省,-1,代表
 任省公安厅特邀监督员；,2003.9,荆州市公安县,省公安厅,-1
 自考通过海南师范学院汉语言文学本科考试,2005.6,海南省,海南师范学院,-1
 陵水县机关幼儿园幼师,1996.07-2002.11,陵水县,-1,-1
 海南黎族苗族自治州陵水县英州镇妇女干事,1980.05-1982.05,海南省,-1,干事
~,2014.8,-1,-1,-1
 4,2017.5,四川省,-1,-1
 华中科技大学新闻学专业在职读大学,2001.09-2004.01,-1,华中科技大学,-1
 获华中科技大学建筑与土木工程专业硕士学位,2009.06,-1,华中科技大学,-1
